time,global_track_id,x,y,vx,vy,prob
1592.31,GT-0666,184618.57347844893,-176572.80317913022,-112.68673985775888,-196.88684431001207,0.876
1592.31,GT-0668,100202.16461493332,-200970.91655812782,-259.7224296088062,196.96128602374574,0.953
1615.82,GT-0655,108004.86540058107,-181282.964216129,113.80849092297214,-198.08681222446825,0.985
1615.82,GT-0666,181872.7491908846,-181278.19027675877,-112.53844584841498,-195.89190731009913,0.941
1643.84,GT-0679,100583.75472321127,-190817.12113775266,-190.9745474735611,196.9713489221372,0.924
1670.05,GT-0666,175719.63471792688,-191991.16384142725,-113.04159401356505,-196.5110936379632,0.876
1670.05,GT-0685,100840.24955776702,-185548.87358683455,-147.92496524426687,197.6052135299653,0.94
1696.33,GT-0655,117203.92513267705,-197193.81442987558,114.99225567478395,-195.78204249166174,0.946
1696.33,GT-0666,172711.87469648905,-197165.2059691667,-115.93145774195857,-194.4282926596449,0.922
1747.3,GT-0711,124594.66497710363,-205871.45833862366,165.37070823374384,-156.56969468066836,0.926
1771.78,GT-0711,128632.67747735779,-209814.7355615266,168.23297178795315,-153.07191343763017,0.962
1771.78,GT-0727,161041.28562143326,-209309.63409085543,-166.4645129114984,-152.87151677688513,0.906
1798.55,GT-0735,133383.2554716369,-213418.17540212846,166.8978074252656,-151.74053222443126,0.856
1825.06,GT-0727,152145.3352585009,-217484.12157277818,-165.95254332076684,-150.41635925611615,0.865
1825.06,GT-0752,137804.66897649536,-217161.3891559689,168.68114106355802,-154.96870982055813,0.961
1850.81,GT-0757,147690.68668783436,-221028.44226349736,-167.04895843886595,-151.37970716547088,0.918
1874.97,GT-0752,146331.99437128022,-224766.90261529517,169.6363436009471,-151.0772870321757,0.963
1874.97,GT-0757,143630.82643414414,-224659.7375371324,-167.27442509570653,-148.30330257006057,0.901
1900.92,GT-0779,150569.31492909524,-228372.5165803661,167.48054792179252,-150.60282679397943,0.929
1926.14,GT-0779,154764.6595306271,-232063.05081820328,167.08264404968529,-148.04411449233478,0.967
1926.14,GT-0786,135119.0692526585,-232008.7802719039,-167.20185582652024,-148.3808989298592,0.94
1951.04,GT-0786,130995.98866954868,-235692.6460948203,-166.51499709419588,-147.6473546447746,0.927
1977.73,GT-0805,163254.95147278332,-239599.39087935613,165.28429491583137,-144.83389056647061,0.973
1977.73,GT-0814,126755.27281885287,-239534.3326177873,-165.15564622546177,-145.81403315745928,0.917
2003.39,GT-0805,167581.1875449407,-243381.22846870674,165.7173317254541,-146.79128408848928,0.988
2003.39,GT-0814,122513.78684957157,-243288.401117093,-164.5384822601083,-146.1052841981686,0.937
2031.32,GT-0814,117843.57667538353,-247413.60533936124,-164.90078109064066,-146.72103678615647,0.99
2031.32,GT-0827,171944.2293627325,-247401.09991799248,164.0213831770753,-147.20339506454548,0.873
2059.47,GT-0827,176662.12952073064,-251540.5038111865,164.6235818090835,-146.47778039043604,0.91
2059.47,GT-0839,166377.41037964157,-125846.27556940743,37.42774238436178,145.65648820205325,0.884
2083.74,GT-0827,180723.98364769976,-255070.6461003894,163.16705993011414,-145.43676324474305,0.871
2083.74,GT-0845,172272.19543015273,-122328.32832411911,-10.337939324979313,146.3549563376737,0.937
2108.18,GT-0851,184373.0984790862,-258670.93903224595,162.92305883704626,-146.23808091862787,0.975
2135.57,GT-0851,188798.7476486988,-262738.8109424919,162.28415015610224,-146.1927508507185,0.865
2135.57,GT-0865,185070.45600101323,-114755.61785787866,-107.28777469971011,142.87580926787237,0.854
2162.08,GT-0859,96626.95106506576,-266596.16249226604,-160.62442280446137,-144.90112683669224,0.959
