time,callsign,x,vx,y,vy,z,vz
230.0,TARGET_001,50228.49607500819,215.64936902048862,18214.67993483619,78.24207040623267,8388.684843362567,0.2172412477978598
231.0,TARGET_001,50444.29162734213,215.81866095433628,18292.861851159116,78.30822854017747,8388.852236242239,0.17058307392491057
232.0,TARGET_001,50660.179362487,215.90872501063785,18371.139368757427,78.38828151747329,8389.17602020435,0.39805106734596546
233.0,TARGET_001,50876.07009968777,215.85990213716022,18449.437178897242,78.26103334950467,8389.638295346725,0.3816304983757508
234.0,TARGET_001,51091.78746354658,215.64768363321363,18527.76206025185,78.34950897066688,8389.97464281806,0.3475539312665014
235.0,TARGET_001,51307.41798152552,215.55186625208052,18605.934782472723,78.0943884958869,8390.33100495525,0.389085085400781
236.0,TARGET_001,51522.671170372814,215.0917208868667,18684.127693567327,78.19748596225556,8390.850140392615,0.5508704638663948
237.0,TARGET_001,51737.877282186535,215.17511944547311,18762.402352506375,78.32342014893763,8391.416360086565,0.6322224282226869
238.0,TARGET_001,51952.81903928951,214.95707243397607,18840.791895651542,78.57479312840356,8392.102772487637,0.771333139168394
239.0,TARGET_001,52167.51194317154,214.402931864215,18919.484147912313,78.67274561833828,8392.831311708676,0.6838513805482219
240.0,TARGET_001,52381.9456118795,214.2975492356851,18998.370932356043,78.80746247149835,8393.54102707483,0.6675345443335535
241.0,TARGET_001,52596.23089596534,214.31297341360437,19077.177219758138,78.89837369752244,8394.168336573903,0.5265584492773466
242.0,TARGET_001,52810.58450611033,214.51506659041422,19156.276122138483,79.03482412209188,8394.777026111571,0.6229044667413822
243.0,TARGET_001,53025.31897443923,214.8478207942359,19235.451485782698,79.15416446256579,8395.510231533332,0.7098842940053433
244.0,TARGET_001,53240.01264011312,214.70645308058013,19314.837203620333,79.3572290226323,8396.094818623696,0.5153503489719625
245.0,TARGET_001,53454.679797018565,214.78131058661785,19394.35510806756,79.4132756118987,8396.53857489008,0.3433117097832379
246.0,TARGET_001,53669.40554454485,214.79031843611264,19473.78798138424,79.47640765161026,8396.922398422646,0.3797944632030194
247.0,TARGET_001,53884.31583407114,214.90388473965422,19553.213118689655,79.42901214189504,8397.276281436141,0.31270051629764933
248.0,TARGET_001,54099.11410767308,214.652912377882,19632.825296254432,79.67197150133858,8397.654029571517,0.44950917960534853
249.0,TARGET_001,54313.871987201215,214.91518776704478,19712.43145078459,79.62025793895816,8398.187846274312,0.6227721954502379
250.0,TARGET_001,54528.78922903157,214.89036597301757,19792.07060286303,79.82975079227995,8398.849506657696,0.7064827853701912
251.0,TARGET_001,54743.659291187534,214.79835864330622,19872.079396761255,80.11315642180794,8399.476900298729,0.6409892093016955
252.0,TARGET_001,54958.619066940075,214.98072989446024,19952.355164014003,80.35366448368897,8400.077855391824,0.6437423935875451
253.0,TARGET_001,55173.5814974733,215.05476416332814,20032.548553701585,80.2175054671529,8400.75998675758,0.7201303939183313
254.0,TARGET_001,55388.73356665538,215.33047844310286,20112.81047079474,80.27237278101374,8401.535408645594,0.8508744717669621
255.0,TARGET_001,55604.099826325655,215.3795162609289,20192.86036928243,80.03916361690393,8402.32219252505,0.7208128672983727
256.0,TARGET_001,55819.40576804129,215.19365149306944,20272.857563438833,80.08627495386543,8403.000426203058,0.6160353579942393
257.0,TARGET_001,56034.46439207165,214.94926046732633,20352.9193464358,80.19915037112028,8403.65571813682,0.6495077743805721
258.0,TARGET_001,56249.71421884229,215.3160477327167,20433.162473573844,80.44177160579191,8404.369243342853,0.6843410292086655
259.0,TARGET_001,56464.855805742394,215.07848609524405,20513.40142893252,80.31854243980357,8405.039008508022,0.5778078123166486
260.0,TARGET_001,56679.96165645194,215.09574146971426,20593.833501997735,80.41453244261119,8405.623847169201,0.510667489476588
261.0,TARGET_001,56894.96456000168,215.1011174666272,20674.359306344093,80.40967996857141,8406.182199514225,0.6379136713401895
262.0,TARGET_001,57109.97831936516,215.00891046175647,20754.83911615758,80.52026433332739,8406.876521736667,0.6792231596914668
263.0,TARGET_001,57325.116015966865,215.2574787223122,20835.6077634559,80.80190106637919,8407.495379835342,0.563733321881453
264.0,TARGET_001,57540.153061575875,214.95921448809824,20916.662533936502,81.17844930275723,8408.142207301747,0.6584835951875314
265.0,TARGET_001,57755.239580124224,215.29359461192342,20997.854229072575,81.30741888449657,8408.804611476877,0.7275034632519718
266.0,TARGET_001,57970.62039927827,215.59466059276278,21079.3004517473,81.59553915817953,8409.44452470464,0.5757118149434441
267.0,TARGET_001,58186.05310563198,215.24369670212968,21160.964607716724,81.86353954498426,8410.006438783652,0.7269804745670976
268.0,TARGET_001,58401.184512442655,215.03638820561994,21243.069785706724,82.22155200615259,8410.720314366776,0.9390914658728757
269.0,TARGET_001,58616.27449227863,215.16738855968882,21325.212982178262,82.05590188008179,8411.665349251169,0.9262635892967578
270.0,TARGET_001,58831.42385918601,215.27580527353703,21407.46463646212,82.23958682622968,8412.489000002093,0.812910183731663
271.0,TARGET_001,59046.72198860271,215.53523077169118,21489.55667096916,81.99272886283988,8413.23630777033,0.7744267448638252
272.0,TARGET_001,59262.488289094144,216.0629748710477,21571.555343842316,82.04302030878868,8414.068884284101,0.7621558905386246
273.0,TARGET_001,59478.5617738879,216.19086386541983,21653.418219864227,81.92109905064703,8414.808125918815,0.6745482707259921
274.0,TARGET_001,59694.6024879987,216.06671915561927,21735.306860772358,81.82048347537538,8415.64290552272,0.9515857025981342
275.0,TARGET_001,59910.53330799699,215.9093464096445,21817.217076018776,81.90680146548031,8416.737585445568,1.1867630210527835
276.0,TARGET_001,60126.48289998028,216.07105581082917,21898.966322931687,81.651113803226,8417.896948064232,1.1466386018220582
277.0,TARGET_001,60342.576450910376,216.19770218376655,21980.605601609852,81.61097068274579,8419.09084537027,1.2701747898701816
278.0,TARGET_001,60558.74432065826,216.13359979774413,22062.12075914216,81.53747097762567,8420.431243483476,1.426099133500589
279.0,TARGET_001,60774.83481767555,215.98932795961807,22143.714549282588,81.6067338516556,8421.682915604055,1.099818247937252
280.0,TARGET_001,60990.74047637408,215.94083301959708,22225.42651378738,81.65038500297729,8422.737452536088,0.9768734628618431
281.0,TARGET_001,61206.60735571619,215.92757662607562,22306.947156447608,81.37714350846963,8423.766515965839,1.1005782765760523
282.0,TARGET_001,61422.41479845296,215.9077902166225,22388.21085578183,81.12846557388963,8424.79288953414,0.9774478843962958
283.0,TARGET_001,61638.57809103192,216.37744114217605,22469.114763919333,80.85578053936578,8425.75466049399,0.999279820497738
284.0,TARGET_001,61855.03452046736,216.46827098184525,22550.032663310612,80.96607527881744,8426.759590860762,1.1354351353858152
285.0,TARGET_001,62071.80137074674,216.72206619033895,22631.090815265805,81.15059072226096,8427.959630997528,1.2163811465959982
286.0,TARGET_001,62288.601772450565,216.87295551511463,22712.41011091804,81.22523624935542,8429.080666380845,1.0648374675336518
287.0,TARGET_001,62505.51448931976,216.9914015437302,22793.568196913933,80.98465603459867,8430.085326253893,1.038317573532384
288.0,TARGET_001,62722.50074227156,216.8845464632203,22874.495683809397,80.92890472520978,8431.109150244733,1.0135114225547985
289.0,TARGET_001,62939.48190687563,217.16565957680038,22955.315184847008,80.59336140694985,8432.092336720447,1.086965590458063
290.0,TARGET_001,63156.526061358585,216.93170839161812,23036.025736248568,80.91712152588889,8433.120058796741,0.9899466066001401
291.0,TARGET_001,63373.524050391185,217.10306006723843,23116.93971253188,80.98308360782515,8434.080235083391,0.9833122493553275
292.0,TARGET_001,63590.64839410181,217.15861581614922,23197.802463742595,80.93092411445087,8435.134635950799,1.1059705954763268
293.0,TARGET_001,63807.71422743092,216.9502632006144,23278.74068780388,80.8016331153917,8436.245038546633,1.080760664177705
294.0,TARGET_001,64024.81539531307,217.08164137222903,23359.703477417464,81.09528508430434,8437.264390615323,1.0230689210750052
295.0,TARGET_001,64242.111387271005,217.5644979650836,23440.840802513354,81.19035411281925,8438.307865410794,0.9842778942998164
296.0,TARGET_001,64459.623079173914,217.448100680351,23522.12849062093,81.20709469023163,8439.274438249375,0.9358737207540462
297.0,TARGET_001,64676.8574673865,217.0033788861696,23603.26072088781,80.91920953048911,8440.294141590686,1.0861114044337608
298.0,TARGET_001,64893.865016968026,216.97557033185666,23684.114829831247,80.6776701213881,8441.381811997748,1.0007687320294043
299.0,TARGET_001,65110.80572256987,216.9769345890549,23764.824662148934,80.79763205866753,8442.345206372145,0.8596395171359833
300.0,TARGET_001,65327.868823413286,217.0495633889686,23845.727298025777,80.88081571627237,8443.144070990105,0.6865924094685039
