time,global_track_id,x,y,vx,vy,pos_sigma_m,vel_sigma_mps,sigma_x_m,sigma_vx_mps,sigma_y_m,sigma_vy_mps,fused_tq,prob,n_sources
180.65,GT-0010,-89032.139086239,40568.162149576645,86.11965598101156,117.13311349901076,92.06486257319706,3.1297821736729885,92.06486257319706,3.1297821736729885,92.06486257319706,3.1297821736729885,11,0.977,1
180.71,GT-0009,-89048.33882427106,40783.529096711834,60.9066347090187,125.10830370573727,124.81604902106865,4.8954025329509,124.81604902106865,4.8954025329509,124.81604902106865,4.8954025329509,10,0.873,3
180.71,GT-0010,-89027.010460102,40575.11464455491,86.13040424479829,117.12884772550514,92.11559475963028,3.151599707313453,92.11559475963028,3.151599707313453,92.11559475963028,3.151599707313453,11,0.986,2
182.63,GT-0010,-88861.64008395199,40800.00203218788,86.13040424479829,117.12884772550514,92.77270613576852,3.775259026230944,92.77270613576852,3.775259026230944,92.77270613576852,3.775259026230944,11,0.956,2
185.17,GT-0010,-88642.86885717021,41097.50930541066,86.13040424479829,117.12884772550514,94.52103315714399,4.468509898740093,94.52103315714399,4.468509898740093,94.52103315714399,4.468509898740093,11,0.927,2
185.47,GT-0010,-88617.02973589677,41132.64795972832,86.13040424479829,117.12884772550514,94.80760522247945,4.543410691885362,94.80760522247945,4.543410691885362,94.80760522247945,4.543410691885362,11,0.899,2
185.47,GT-0011,-88346.4819786291,40863.5952997774,106.97448659453558,101.09760687304703,121.63285660173088,3.239714057895429,121.63285660173088,3.239714057895429,121.63285660173088,3.239714057895429,10,0.921,3
185.92,GT-0010,-88578.27105398661,41185.35594120479,86.13040424479829,117.12884772550514,95.2726156676422,4.65350198400497,95.2726156676422,4.65350198400497,95.2726156676422,4.65350198400497,11,0.872,2
185.92,GT-0011,-88298.34345966157,40909.08922287027,106.97448659453558,101.09760687304703,121.718493152054,3.392380753530659,121.718493152054,3.392380753530659,121.718493152054,3.392380753530659,10,0.893,3
188.43,GT-0011,-88029.83749830928,41162.84421612162,106.97448659453558,101.09760687304703,122.5912378069593,4.14194968305088,122.5912378069593,4.14194968305088,122.5912378069593,4.14194968305088,10,0.867,3
188.43,GT-0012,-87749.10349818738,41103.81334344008,124.55715040193256,86.68372019551701,160.41734496323087,2.6742142907333033,160.41734496323087,2.6742142907333033,160.41734496323087,2.6742142907333033,9,0.875,1
190.72,GT-0012,-87758.69975325548,41374.67392302153,134.55552882098976,78.18303983145557,121.33604336876314,2.022510601693373,121.33604336876314,2.022510601693373,121.33604336876314,2.022510601693373,10,0.968,1
193.27,GT-0012,-87227.07410162629,41527.959451357216,139.62728276877607,71.15305934459626,91.7560927579044,1.5295245019813986,91.7560927579044,1.5295245019813986,91.7560927579044,1.5295245019813986,11,0.989,1
193.86,GT-0011,-87448.91572765683,41711.72671402552,106.98385083241374,101.08901929613108,127.82587516164779,5.421743793792307,127.82587516164779,5.421743793792307,127.82587516164779,5.421743793792307,10,0.916,3
193.86,GT-0012,-87144.6940047927,41569.93975637053,139.62728276877607,71.15305934459626,91.76138523432145,1.9149269443405545,91.76138523432145,1.9149269443405545,91.76138523432145,1.9149269443405545,11,0.959,1
194.9,GT-0011,-87337.65252279112,41816.8592940935,106.98385083241374,101.08901929613108,129.4733385083716,5.633409781431259,129.4733385083716,5.633409781431259,129.4733385083716,5.633409781431259,10,0.888,3
194.9,GT-0012,-86999.4928927838,41643.9382634048,139.62534848354574,71.1513644252519,91.8510486268871,2.4519462537011267,91.8510486268871,2.4519462537011267,91.8510486268871,2.4519462537011267,11,0.976,2
195.72,GT-0011,-87249.92576510854,41899.75228991632,106.98385083241374,101.08901929613108,130.9416594652508,5.7948516603555404,130.9416594652508,5.7948516603555404,130.9416594652508,5.7948516603555404,10,0.862,3
195.72,GT-0012,-86885.0001070273,41702.282382233505,139.62534848354574,71.1513644252519,91.93606312870108,2.803041282435736,91.93606312870108,2.803041282435736,91.93606312870108,2.803041282435736,11,0.947,2
197.7,GT-0012,-86608.54191702988,41843.162083795505,139.62534848354574,71.1513644252519,92.40319277700375,3.5088517254279856,92.40319277700375,3.5088517254279856,92.40319277700375,3.5088517254279856,11,0.919,2
197.7,GT-0013,-86749.47190679364,41754.028109169216,134.826759442673,57.72088294878643,91.83757520242399,2.6054037877151375,91.83757520242399,2.6054037877151375,91.83757520242399,2.6054037877151375,11,0.912,1
