time,global_track_id,x,y,vx,vy,pos_sigma_m,fused_tq,prob,n_linked_sources
18.32,GT-0003,8317.832057331012,14623.7371108244,-95.81432383375858,-27.97141947384243,39.985784707941,14,0.87,2
18.32,GT-0004,2114.783245433631,9894.277249171839,97.8609493054252,-0.5134641893538827,40.14441623236966,14,0.956,2
18.69,GT-0003,8282.386443825133,14613.399814068824,-95.81494520168155,-27.972118476051165,40.09286346154565,14,0.952,3
18.69,GT-0004,2150.9917966766384,9894.087267421777,97.8609493054252,-0.5134641893538827,40.25452337752939,14,0.927,2
20.29,GT-0003,8129.082531502443,14568.644424507142,-95.81494520168155,-27.972118476051165,40.66186226048448,14,0.924,3
20.29,GT-0004,2307.5693155653184,9893.26572471881,97.8609493054252,-0.5134641893538827,40.93936204912859,14,0.899,2
20.29,GT-0044,8111.3084333543475,14429.930768377923,-90.93215870724976,-40.173596426073864,52.47166371155321,13,0.956,1
20.32,GT-0003,8126.208083146393,14567.80526095286,-95.81494520168155,-27.972118476051165,40.67584209286809,14,0.896,3
20.32,GT-0004,2310.5051440444813,9893.25032079313,97.8609493054252,-0.5134641893538827,40.955772628793056,14,0.872,2
20.32,GT-0044,8108.58046859313,14428.72556048514,-90.93215870724976,-40.173596426073864,52.47167070661602,13,0.927,1
20.52,GT-0003,8107.045094106056,14562.21083725765,-95.81494520168155,-27.972118476051165,40.77244130258501,14,0.869,3
20.52,GT-0004,2330.138409269392,9893.700112489596,97.85629726412034,-0.5168273116818511,41.06584070693644,14,0.982,2
20.52,GT-0044,8090.39403685168,14420.690841199925,-90.93215870724976,-40.173596426073864,52.47209067783914,13,0.899,1
20.61,GT-0004,2338.945476023163,9893.653598031544,97.85629726412034,-0.5168273116818511,41.11366161180871,14,0.953,2
20.61,GT-0044,8082.210142568028,14417.075217521578,-90.93215870724976,-40.173596426073864,52.47251801847606,13,0.872,1
20.95,GT-0004,2372.2166170929636,9893.477876745572,97.85629726412034,-0.5168273116818511,41.30525977053441,14,0.924,2
21.44,GT-0004,2420.1662027523826,9893.224631362848,97.85629726412034,-0.5168273116818511,41.61293272580538,14,0.897,2
21.78,GT-0004,2453.4155923306666,9893.072311375832,97.8643380182705,-0.5231733750834167,41.86121752480735,14,0.977,3
22.65,GT-0004,2539.6988690017024,9888.687403795728,98.18313919912457,-1.580114878903558,42.21863239541663,14,0.994,3
22.92,GT-0004,2566.2083165854665,9888.260772778423,98.18313919912457,-1.580114878903558,42.359748264870966,14,0.964,3
22.92,GT-0044,7860.291255857325,14339.303215025286,-92.6306986065274,-45.41579199350935,52.460394364298935,13,0.971,1
24.7,GT-0004,2740.9095588645982,9885.334976749145,98.1797085413953,-1.592400602144977,43.526800926567205,14,0.991,3
24.7,GT-0044,7695.4086123377065,14258.46310527684,-92.6306986065274,-45.41579199350935,52.50144127000179,13,0.942,1
24.79,GT-0004,2749.7457326333238,9885.191660694953,98.1797085413953,-1.592400602144977,43.59709501260574,14,0.961,3
24.79,GT-0044,7687.071849463119,14254.375683997425,-92.6306986065274,-45.41579199350935,52.50669194703837,13,0.914,1
24.79,GT-0057,7599.931088531928,14372.682343143426,-84.41183967131914,-48.60031115607068,52.48182752317721,13,0.938,2
25.21,GT-0004,2790.98121022071,9884.52285244205,98.1797085413953,-1.592400602144977,43.94136952368965,14,0.932,3
